,Model,Year,Price,Transmission,Mileage,Fuel_type,Tax,Fuel_cons_mpg,Engine_size,Automatic,Manual,Semi-Auto
4609, X5,2019,47995,Semi-Auto,4339,1,145,37.7,3.0,0,0,1
4610, 1 Series,2020,23995,Manual,1501,1,145,57.7,1.5,0,1,0
4611, X7,2020,69995,Semi-Auto,1501,1,145,33.6,3.0,0,0,1
4612, 1 Series,2015,15995,Semi-Auto,26629,1,125,60.1,2.0,0,0,1
4613, 2 Series,2020,29995,Semi-Auto,1501,1,145,49.6,2.0,0,0,1
4614, X4,2020,44995,Semi-Auto,11,1,145,37.2,3.0,0,0,1
4615, Z4,2020,34995,Semi-Auto,1501,2,145,38.7,2.0,0,0,1
4616, 5 Series,2017,21470,Semi-Auto,35138,1,145,62.8,2.0,0,0,1
4617, 1 Series,2016,11497,Manual,52409,1,30,65.7,2.0,0,1,0
4618, 3 Series,2015,14247,Automatic,51650,1,145,56.5,2.0,1,0,0
4619, 2 Series,2019,23950,Semi-Auto,2918,1,150,49.6,2.0,0,0,1
4620, X3,2017,20950,Semi-Auto,30148,1,150,54.3,2.0,0,0,1
4621, X4,2020,44950,Semi-Auto,100,2,150,26.9,3.0,0,0,1
4622, 5 Series,2019,36450,Semi-Auto,5700,1,150,51.4,3.0,0,0,1
4623, 4 Series,2019,25450,Semi-Auto,9204,2,150,46.3,2.0,0,0,1
4624, X1,2017,14500,Manual,28205,1,150,68.9,2.0,0,1,0
4625, 2 Series,2018,18991,Semi-Auto,1100,1,145,67.3,2.0,0,0,1
4626, 3 Series,2017,17997,Automatic,28379,1,145,62.8,2.0,1,0,0
4627, X1,2018,18697,Automatic,45268,1,145,57.6,2.0,1,0,0
4628, 3 Series,2014,11740,Manual,81838,1,125,57.6,2.0,0,1,0
4629, 1 Series,2013,7991,Manual,49479,2,125,51.4,1.6,0,1,0
4630, 2 Series,2017,16498,Semi-Auto,22056,1,145,64.2,2.0,0,0,1
4631, 3 Series,2019,29950,Semi-Auto,4629,1,150,48.7,2.0,0,0,1
4632, 1 Series,2019,30950,Semi-Auto,5453,2,150,34.5,2.0,0,0,1
4633, X6,2016,32950,Semi-Auto,44914,1,240,42.8,3.0,0,0,1
4634, 2 Series,2019,22950,Semi-Auto,7477,2,150,47.9,2.0,0,0,1
4635, 5 Series,2019,27950,Semi-Auto,9239,3,150,62.8,2.0,0,0,1
4636, 1 Series,2017,15950,Manual,13261,1,150,70.6,1.5,0,1,0
4637, 3 Series,2020,41950,Semi-Auto,8,2,150,33.6,3.0,0,0,1
4638, 1 Series,2018,15950,Semi-Auto,17200,1,150,44.1,2.0,0,0,1
4639, X5,2015,28950,Automatic,36439,1,205,47.1,3.0,1,0,0
4640, X3,2020,34950,Semi-Auto,2500,1,145,54.3,2.0,0,0,1
4641, 3 Series,2014,14950,Semi-Auto,66008,1,150,54.3,3.0,0,0,1
4642, 3 Series,2020,37950,Semi-Auto,100,1,145,47.9,3.0,0,0,1
4643, X3,2019,34950,Semi-Auto,5492,1,145,54.3,2.0,0,0,1
4644, 1 Series,2015,9985,Manual,43834,1,20,72.4,1.5,0,1,0
4645, 3 Series,2017,18738,Semi-Auto,20422,1,150,60.1,2.0,0,0,1
4646, 2 Series,2015,10691,Manual,41347,1,20,74.3,1.5,0,1,0
4647, X3,2013,12291,Semi-Auto,75395,1,160,50.4,2.0,0,0,1
4648, 3 Series,2013,10991,Manual,68067,1,125,57.6,2.0,0,1,0
4649, 1 Series,2016,14995,Semi-Auto,34700,1,20,67.3,2.0,0,0,1
4650, 1 Series,2017,13495,Manual,25491,1,150,68.9,2.0,0,1,0
4651, 3 Series,2017,18995,Automatic,49954,1,200,49.6,3.0,1,0,0
4652, 1 Series,2014,9250,Manual,61490,2,145,50.4,1.6,0,1,0
4653, 3 Series,2015,14950,Manual,44538,1,125,57.6,2.0,0,1,0
4654, 2 Series,2020,35250,Semi-Auto,100,1,150,49.6,2.0,0,0,1
4655, 1 Series,2019,19950,Semi-Auto,11686,1,145,48.7,2.0,0,0,1
4656, X5,2019,56450,Semi-Auto,4445,1,145,33.6,3.0,0,0,1
4657, X5,2019,52450,Semi-Auto,101,1,145,37.7,3.0,0,0,1
4658, 2 Series,2017,16950,Semi-Auto,11569,2,150,53.3,1.5,0,0,1
4659, 2 Series,2019,21950,Semi-Auto,15470,1,150,47.1,2.0,0,0,1
4660, 3 Series,2015,17999,Semi-Auto,30760,1,145,56.5,3.0,0,0,1
4661, 3 Series,2017,20799,Semi-Auto,19559,2,145,48.7,2.0,0,0,1
4662, 4 Series,2018,21290,Automatic,3475,2,145,45.6,2.0,1,0,0
4663, 1 Series,2017,13490,Manual,12312,2,150,53.3,1.5,0,1,0
4664, 3 Series,2017,20400,Semi-Auto,28250,1,145,51.4,3.0,0,0,1
4665, 1 Series,2019,19950,Semi-Auto,9119,2,145,54.3,1.5,0,0,1
4666, 2 Series,2016,13950,Semi-Auto,35292,1,125,61.4,2.0,0,0,1
4667, 1 Series,2017,17950,Semi-Auto,17988,1,145,61.4,2.0,0,0,1
4668, 3 Series,2019,41450,Semi-Auto,423,2,145,34.9,3.0,0,0,1
4669, 7 Series,2018,36450,Semi-Auto,17192,2,145,35.3,4.4,0,0,1
4670, X2,2019,27950,Semi-Auto,7419,1,145,58.9,2.0,0,0,1
4671, Z4,2019,31450,Semi-Auto,8626,2,145,38.7,2.0,0,0,1
4672, 2 Series,2015,13450,Semi-Auto,21150,2,30,55.4,1.5,0,0,1
4673, 1 Series,2014,14950,Semi-Auto,56355,2,235,37.7,3.0,0,0,1
4674, 1 Series,2017,14950,Manual,9463,1,145,72.4,1.5,0,1,0
4675, 3 Series,2017,15290,Semi-Auto,61610,2,145,48.7,2.0,0,0,1
4676, 3 Series,2016,13240,Manual,23255,2,150,48.7,2.0,0,1,0
4677, 4 Series,2017,16395,Semi-Auto,48360,1,145,65.7,2.0,0,0,1
4678, X3,2016,23450,Semi-Auto,23961,1,145,54.3,2.0,0,0,1
4679, X5,2017,34950,Automatic,32738,1,200,47.1,3.0,1,0,0
4680, 2 Series,2020,19950,Manual,100,2,145,52.3,1.5,0,1,0
4681, 5 Series,2019,32950,Semi-Auto,101,1,145,55.4,2.0,0,0,1
4682, 5 Series,2019,30750,Semi-Auto,101,1,145,60.1,2.0,0,0,1
4683, 5 Series,2019,31750,Semi-Auto,101,3,145,60.1,2.0,0,0,1
4684, 4 Series,2019,28750,Semi-Auto,101,1,145,58.9,2.0,0,0,1
4685, 3 Series,2018,27450,Semi-Auto,12521,2,145,41.5,3.0,0,0,1
4686, 4 Series,2020,26950,Semi-Auto,2755,1,145,65.7,2.0,0,0,1
4687, 1 Series,2020,27950,Manual,1638,2,145,41.5,1.5,0,1,0
4688, X1,2020,26950,Semi-Auto,811,2,145,40.9,1.5,0,0,1
4689, 3 Series,2016,9250,Manual,79470,1,20,72.4,2.0,0,1,0
4690, 2 Series,2017,16298,Semi-Auto,23388,1,145,64.2,2.0,0,0,1
4691, X5,2018,37498,Automatic,25160,2,145,29.1,4.4,1,0,0
4692, 2 Series,2018,21998,Automatic,9566,3,135,113.0,1.5,1,0,0
4693, 3 Series,2017,22798,Semi-Auto,16996,1,145,56.5,3.0,0,0,1
4694, 1 Series,2019,20998,Semi-Auto,13942,1,150,60.1,2.0,0,0,1
4695, X1,2014,11298,Semi-Auto,33046,1,160,52.3,2.0,0,0,1
4696, Z4,2019,32950,Semi-Auto,8031,2,145,37.2,2.0,0,0,1
4697, 1 Series,2019,19950,Semi-Auto,9859,1,145,67.3,2.0,0,0,1
4698, 2 Series,2016,18990,Automatic,11854,1,145,55.4,2.0,1,0,0
4699, 1 Series,2018,14980,Semi-Auto,20438,2,145,55.5,1.5,0,0,1
4700, M5,2015,24310,Semi-Auto,42932,2,555,28.5,4.4,0,0,1
4701, 5 Series,2019,28450,Semi-Auto,101,2,145,50.4,2.0,0,0,1
4702, 2 Series,2019,21950,Manual,2639,1,145,64.2,2.0,0,1,0
4703, X3,2019,32450,Semi-Auto,4125,1,145,54.3,2.0,0,0,1
4704, 1 Series,2020,27950,Semi-Auto,100,1,145,51.4,2.0,0,0,1
4705, X1,2019,28950,Semi-Auto,3759,1,145,50.4,2.0,0,0,1
4706, 2 Series,2018,24950,Semi-Auto,14835,2,145,32.5,3.0,0,0,1
4707, X5,2019,54750,Semi-Auto,18673,1,145,33.6,3.0,0,0,1
4708, 5 Series,2019,36750,Semi-Auto,8027,1,145,51.4,3.0,0,0,1
4709, 5 Series,2019,30950,Semi-Auto,3795,1,145,55.4,2.0,0,0,1
4710, 3 Series,2019,30950,Semi-Auto,4112,1,145,49.6,2.0,0,0,1
4711, X3,2016,19950,Semi-Auto,42379,1,145,54.3,2.0,0,0,1
4712, 2 Series,2019,24950,Automatic,5042,3,135,113.0,1.5,1,0,0
4713, 1 Series,2019,16950,Semi-Auto,11794,1,145,72.4,1.5,0,0,1
4714, 1 Series,2017,14030,Semi-Auto,40344,1,145,68.9,1.5,0,0,1
4715, 1 Series,2017,13760,Manual,24389,1,145,65.7,2.0,0,1,0
4716, 1 Series,2015,10430,Manual,29454,2,30,56.5,1.5,0,1,0
4718, X5,2019,49950,Semi-Auto,7220,1,145,37.7,3.0,0,0,1
4719, 5 Series,2019,29950,Semi-Auto,4043,1,145,60.1,2.0,0,0,1
4720, 1 Series,2018,14995,Semi-Auto,17000,1,145,67.3,2.0,0,0,1
4721, 3 Series,2018,18695,Automatic,25876,1,145,64.2,2.0,1,0,0
4722, 3 Series,2018,18157,Automatic,28438,1,145,62.8,2.0,1,0,0
4723, X1,2016,19100,Automatic,28785,1,125,57.6,2.0,1,0,0
4724, 2 Series,2015,11837,Semi-Auto,27494,1,20,68.9,2.0,0,0,1
4725, 4 Series,2017,18997,Semi-Auto,11328,2,145,48.7,2.0,0,0,1
4726, 4 Series,2017,23497,Automatic,14584,1,145,50.4,3.0,1,0,0
4727, 4 Series,2016,19950,Semi-Auto,37897,1,125,60.1,2.0,0,0,1
4728, M4,2019,44950,Semi-Auto,4931,2,150,34.0,3.0,0,0,1
4729, X2,2019,27950,Semi-Auto,7946,1,150,58.9,2.0,0,0,1
4730, 1 Series,2020,32972,Semi-Auto,151,2,150,34.5,2.0,0,0,1
4731, X3,2018,30980,Semi-Auto,4813,1,145,54.3,2.0,0,0,1
4732, 1 Series,2016,11891,Manual,69219,1,20,68.9,2.0,0,1,0
4733, 5 Series,2018,24999,Automatic,24501,1,145,60.1,2.0,1,0,0
4734, 4 Series,2017,19491,Automatic,22771,1,145,55.4,3.0,1,0,0
4735, 1 Series,2015,11999,Manual,36339,1,30,62.8,2.0,0,1,0
4736, 4 Series,2016,10999,Manual,93421,1,30,62.8,2.0,0,1,0
4737, 3 Series,2020,28950,Semi-Auto,300,2,145,42.2,2.0,0,0,1
4738, Z4,2020,38950,Semi-Auto,100,2,145,33.2,3.0,0,0,1
4739, X3,2014,19950,Semi-Auto,23693,1,145,54.3,2.0,0,0,1
4740, 1 Series,2019,21950,Manual,5013,2,145,44.1,1.5,0,1,0
4741, 5 Series,2019,31950,Semi-Auto,1355,1,145,55.4,2.0,0,0,1
4742, 2 Series,2015,13950,Semi-Auto,68787,1,125,57.6,2.0,0,0,1
4743, 1 Series,2019,18950,Semi-Auto,15028,2,145,36.7,1.5,0,0,1
4744, 1 Series,2019,16950,Semi-Auto,11137,1,145,72.4,1.5,0,0,1
4745, 3 Series,2019,23450,Semi-Auto,11629,1,145,62.8,2.0,0,0,1
4746, 1 Series,2019,19950,Semi-Auto,10102,1,145,48.7,2.0,0,0,1
4747, 3 Series,2019,21450,Semi-Auto,14009,1,150,55.4,2.0,0,0,1
4748, 3 Series,2019,21450,Semi-Auto,11706,1,150,55.4,2.0,0,0,1
4749, i3,2014,15450,Automatic,42479,3,0,470.8,0.0,1,0,0
4750, X5,2019,48950,Semi-Auto,8043,1,150,37.7,3.0,0,0,1
4751, X4,2019,34950,Semi-Auto,5763,1,150,42.8,2.0,0,0,1
4752, 2 Series,2015,17541,Semi-Auto,26035,2,165,44.1,2.0,0,0,1
4753, X5,2013,26651,Automatic,47301,1,205,45.6,3.0,1,0,0
4754, 3 Series,2016,18191,Semi-Auto,38882,3,0,134.5,2.0,0,0,1
4755, 3 Series,2019,39020,Semi-Auto,7537,1,145,43.5,3.0,0,0,1
4756, 1 Series,2017,14951,Semi-Auto,18852,1,150,70.6,2.0,0,0,1
4757, 3 Series,2018,22021,Semi-Auto,26821,1,150,64.2,2.0,0,0,1
4758, 5 Series,2019,36951,Semi-Auto,7218,2,150,46.3,2.0,0,0,1
4759, 2 Series,2016,15950,Semi-Auto,43911,1,145,55.4,2.0,0,0,1
4760, 8 Series,2019,56950,Semi-Auto,9731,1,145,39.8,3.0,0,0,1
4761, X3,2016,21950,Semi-Auto,45142,1,200,47.9,3.0,0,0,1
4762, 2 Series,2019,20950,Manual,100,2,145,52.3,1.5,0,1,0
4763, 2 Series,2020,22950,Manual,500,2,145,42.8,1.5,0,1,0
4764, X1,2020,29950,Semi-Auto,35,1,145,40.9,2.0,0,0,1
4765, 1 Series,2019,18950,Semi-Auto,9079,1,145,47.9,1.5,0,0,1
4766, X5,2019,51950,Semi-Auto,101,1,145,37.7,3.0,0,0,1
4767, X3,2019,31950,Semi-Auto,7721,1,145,54.3,2.0,0,0,1
4768, X1,2019,26450,Semi-Auto,8643,1,145,50.4,2.0,0,0,1
4769, X5,2019,57950,Semi-Auto,4897,1,145,33.6,3.0,0,0,1
4770, 4 Series,2018,24401,Semi-Auto,9049,1,150,58.9,2.0,0,0,1
4771, X2,2019,36451,Semi-Auto,2975,2,150,34.0,2.0,0,0,1
4772, M4,2017,34221,Semi-Auto,63660,2,150,32.5,3.0,0,0,1
4773, X2,2019,34910,Semi-Auto,4577,2,145,39.2,2.0,0,0,1
4774, X1,2019,32940,Semi-Auto,5642,2,145,37.7,2.0,0,0,1
4775, X6,2019,68300,Semi-Auto,3145,2,145,26.4,3.0,0,0,1
4776, M5,2019,89900,Semi-Auto,2269,2,145,24.1,4.4,0,0,1
4777, 3 Series,2018,16950,Manual,19041,1,145,67.3,2.0,0,1,0
4778, 3 Series,2020,28450,Semi-Auto,101,1,145,50.4,2.0,0,0,1
4779, 2 Series,2019,20450,Manual,101,2,145,42.2,1.5,0,1,0
4780, 1 Series,2016,13950,Semi-Auto,54205,1,20,68.9,1.5,0,0,1
4781, X3,2019,32509,Semi-Auto,9000,1,145,54.3,2.0,0,0,1
4782, X3,2019,37963,Semi-Auto,4786,1,145,48.7,3.0,0,0,1
4783, X2,2019,24543,Semi-Auto,3412,2,145,38.7,2.0,0,0,1
4784, 4 Series,2016,13949,Automatic,70976,1,30,65.7,2.0,1,0,0
4785, 1 Series,2017,16770,Automatic,22848,2,145,47.9,2.0,1,0,0
4786, X1,2016,18727,Automatic,16318,2,160,44.8,2.0,1,0,0
4787, 5 Series,2015,10400,Manual,73227,1,125,61.4,2.0,0,1,0
4788, 1 Series,2015,9890,Automatic,58283,1,30,64.2,2.0,1,0,0
4789, 4 Series,2014,15050,Semi-Auto,26973,1,125,60.1,2.0,0,0,1
4790, 4 Series,2019,34360,Semi-Auto,3986,1,145,51.4,3.0,0,0,1
4791, 1 Series,2019,33150,Semi-Auto,4902,1,145,51.4,2.0,0,0,1
4792, 6 Series,2019,41980,Semi-Auto,4028,1,145,42.2,2.0,0,0,1
4793, 2 Series,2019,31410,Semi-Auto,3104,2,145,47.9,2.0,0,0,1
4794, X2,2019,29542,Semi-Auto,5564,2,145,39.8,2.0,0,0,1
4795, 3 Series,2017,18741,Semi-Auto,27012,1,30,64.2,2.0,0,0,1
4796, X6,2016,30572,Semi-Auto,40246,1,200,44.8,3.0,0,0,1
4797, X7,2019,65520,Automatic,8574,1,145,33.6,3.0,1,0,0
4798, X1,2015,10912,Semi-Auto,82455,1,160,52.3,2.0,0,0,1
4799, 4 Series,2019,27125,Semi-Auto,5046,1,145,65.7,2.0,0,0,1
4800, X3,2019,36203,Semi-Auto,3425,1,145,48.7,3.0,0,0,1
4801, X3,2018,32340,Semi-Auto,10488,1,145,48.7,3.0,0,0,1
4802, 4 Series,2014,18712,Automatic,43116,1,160,50.4,3.0,1,0,0
4803, 6 Series,2015,20172,Semi-Auto,37175,1,160,49.6,3.0,0,0,1
4804, 7 Series,2019,45640,Automatic,7689,1,145,44.1,3.0,1,0,0
4805, 8 Series,2019,64103,Semi-Auto,1897,1,145,39.8,3.0,0,0,1
4806, X6,2015,23162,Semi-Auto,55912,1,200,47.1,3.0,0,0,1
4807, X1,2017,23032,Semi-Auto,19340,1,145,57.6,2.0,0,0,1
4808, 3 Series,2017,23481,Semi-Auto,33093,1,145,51.4,3.0,0,0,1
4809, 1 Series,2019,25362,Semi-Auto,9503,2,145,39.8,3.0,0,0,1
4810, 2 Series,2019,25660,Automatic,8092,2,145,39.8,3.0,1,0,0
4811, X1,2016,18211,Semi-Auto,52889,1,125,57.6,2.0,0,0,1
4812, 1 Series,2016,12121,Manual,24516,1,20,72.4,1.5,0,1,0
4813, 2 Series,2015,9852,Manual,43555,2,30,57.6,1.5,0,1,0
4814, 3 Series,2013,12822,Manual,9276,2,160,44.8,2.0,0,1,0
4815, 3 Series,2019,25842,Semi-Auto,4238,1,145,52.3,2.0,0,0,1
4816, X1,2018,22632,Semi-Auto,14852,1,145,60.1,2.0,0,0,1
4817, 1 Series,2017,15381,Semi-Auto,74652,1,125,60.1,2.0,0,0,1
4818, 1 Series,2015,13391,Semi-Auto,49394,1,30,64.2,2.0,0,0,1
4819, 4 Series,2019,27591,Manual,5303,1,150,62.8,2.0,0,1,0
4820, 2 Series,2019,24196,Semi-Auto,2421,2,145,47.9,2.0,0,0,1
4821, 5 Series,2017,27152,Semi-Auto,66068,1,145,51.4,3.0,0,0,1
4822, 4 Series,2018,21302,Automatic,17768,1,145,65.7,2.0,1,0,0
4823, 4 Series,2017,20062,Semi-Auto,46674,1,145,55.4,3.0,0,0,1
4824, 3 Series,2017,20498,Semi-Auto,22271,3,0,134.5,2.0,0,0,1
4825, 1 Series,2016,11110,Manual,25073,1,0,83.1,1.5,0,1,0
4826, 1 Series,2017,15870,Semi-Auto,28163,2,150,54.3,1.5,0,0,1
4827, 1 Series,2017,14490,Manual,22137,1,145,70.6,1.5,0,1,0
4828, 2 Series,2017,12999,Manual,42378,2,125,53.3,1.5,0,1,0
4829, X3,2013,15341,Semi-Auto,68729,1,165,50.4,2.0,0,0,1
4830, 3 Series,2015,14051,Semi-Auto,68704,1,125,58.9,2.0,0,0,1
4831, 4 Series,2016,19216,Automatic,25798,2,160,44.1,2.0,1,0,0
4832, 5 Series,2018,33066,Automatic,5595,2,145,29.1,3.0,1,0,0
4833, M4,2019,58662,Automatic,3395,2,145,34.0,3.0,1,0,0
4834, 5 Series,2017,21946,Automatic,38410,2,145,48.7,2.0,1,0,0
4835, 4 Series,2015,17786,Automatic,45550,2,260,37.2,3.0,1,0,0
4836, 4 Series,2019,22766,Automatic,5767,2,145,48.7,2.0,1,0,0
4837, X5,2019,48836,Automatic,4553,2,145,27.2,3.0,1,0,0
4838, 3 Series,2013,12262,Semi-Auto,44125,1,30,62.8,2.0,0,0,1
4839, 1 Series,2013,10372,Manual,33940,1,30,64.2,2.0,0,1,0
4840, X1,2019,22442,Manual,3991,2,145,51.4,1.5,0,1,0
4841, 1 Series,2017,15672,Manual,20327,2,125,52.3,1.5,0,1,0
4842, X3,2019,31683,Semi-Auto,8524,2,145,30.4,2.0,0,0,1
4843, X3,2019,31903,Semi-Auto,7161,2,145,30.4,2.0,0,0,1
4844, 3 Series,2016,12990,Semi-Auto,48788,1,0,74.3,2.0,0,0,1
4845, X1,2018,19300,Manual,15209,1,145,52.3,2.0,0,1,0
4846, 1 Series,2016,15480,Automatic,30900,2,145,47.9,2.0,1,0,0
4847, 2 Series,2016,12368,Manual,30243,2,125,50.4,1.5,0,1,0
4848, 2 Series,2016,15490,Semi-Auto,36924,1,30,62.8,2.0,0,0,1
4849, 1 Series,2017,12942,Manual,36274,1,145,70.6,1.5,0,1,0
4850, X5,2014,27498,Automatic,28056,2,555,26.9,4.4,1,0,0
4851, 1 Series,2015,11933,Semi-Auto,19168,2,145,49.6,1.6,0,0,1
4852, 4 Series,2018,19991,Semi-Auto,8018,2,145,44.1,2.0,0,0,1
4853, 2 Series,2019,15630,Manual,20592,2,145,40.9,1.5,0,1,0
4854, 2 Series,2017,20740,Manual,9885,2,145,36.2,3.0,0,1,0
4855, 5 Series,2017,22899,Semi-Auto,33046,1,145,64.2,2.0,0,0,1
4856, X1,2016,15500,Manual,37000,1,125,60.1,2.0,0,1,0
4857, X1,2016,16700,Semi-Auto,44000,1,145,55.4,2.0,0,0,1
4858, 2 Series,2017,14200,Semi-Auto,14500,1,20,68.9,2.0,0,0,1
4859, X1,2017,18890,Semi-Auto,21113,1,145,65.7,2.0,0,0,1
4860, 1 Series,2017,13500,Manual,34500,1,150,65.7,2.0,0,1,0
4861, 1 Series,2017,15500,Manual,11500,2,150,52.3,1.5,0,1,0
4862, X1,2016,18650,Automatic,29330,1,145,55.4,2.0,1,0,0
4863, 5 Series,2019,31580,Automatic,8612,2,145,48.7,2.0,1,0,0
4864, 3 Series,2019,27710,Semi-Auto,9545,1,145,52.3,2.0,0,0,1
4865, 1 Series,2017,11799,Manual,10683,2,30,56.5,1.5,0,1,0
4866, i3,2014,14495,Automatic,34539,3,0,470.8,0.0,1,0,0
4867, 1 Series,2017,15000,Semi-Auto,26488,1,20,67.3,2.0,0,0,1
4868, 3 Series,2020,33995,Semi-Auto,10,1,145,53.3,2.0,0,0,1
4869, 3 Series,2019,29990,Semi-Auto,5604,2,145,40.9,2.0,0,0,1
4870, X1,2017,18995,Semi-Auto,32300,1,150,57.6,2.0,0,0,1
4871, 2 Series,2017,12500,Manual,48839,1,145,74.3,1.5,0,1,0
4872, 2 Series,2018,17000,Manual,19566,1,145,54.3,2.0,0,1,0
4873, 5 Series,2017,30995,Semi-Auto,24000,1,145,51.4,3.0,0,0,1
4874, 2 Series,2016,13699,Automatic,24849,1,30,64.2,2.0,1,0,0
4875, 1 Series,2016,10690,Manual,41718,2,125,53.3,1.5,0,1,0
4876, 1 Series,2015,8390,Manual,55825,2,150,50.4,1.6,0,1,0
4877, 1 Series,2013,9444,Semi-Auto,44000,2,145,48.7,1.6,0,0,1
4878, 3 Series,2018,20860,Semi-Auto,15388,1,145,56.5,3.0,0,0,1
4879, 3 Series,2013,12077,Semi-Auto,21388,1,30,62.8,2.0,0,0,1
4880, X1,2018,24081,Semi-Auto,13245,1,150,60.1,2.0,0,0,1
4881, 5 Series,2019,37921,Semi-Auto,6311,2,150,46.3,2.0,0,0,1
4882, 4 Series,2014,16612,Semi-Auto,48474,1,160,52.3,3.0,0,0,1
4883, X5,2018,37692,Automatic,24786,1,145,47.1,3.0,1,0,0
4884, X5,2019,48892,Automatic,7666,1,145,37.7,3.0,1,0,0
4885, 1 Series,2019,30240,Automatic,7791,2,145,34.5,2.0,1,0,0
4886, X4,2019,38980,Semi-Auto,6982,1,145,40.9,3.0,0,0,1
4887, X3,2019,43740,Automatic,3280,1,145,54.3,2.0,1,0,0
4888, 4 Series,2019,23270,Automatic,5865,2,145,48.7,2.0,1,0,0
4889, 3 Series,2019,40406,Automatic,1683,2,145,34.9,3.0,1,0,0
4890, 1 Series,2019,27190,Manual,5382,1,145,53.3,2.0,0,1,0
4891, 1 Series,2019,31200,Automatic,9516,1,145,48.7,2.0,1,0,0
4892, 2 Series,2019,29960,Semi-Auto,5720,1,145,49.6,2.0,0,0,1
4893, 2 Series,2017,18100,Semi-Auto,20319,2,145,48.7,2.0,0,0,1
4894, X1,2016,17500,Manual,26122,1,20,68.9,2.0,0,1,0
4895, 3 Series,2018,18690,Semi-Auto,29748,1,145,60.1,2.0,0,0,1
4896, 3 Series,2018,18500,Semi-Auto,26937,1,145,64.2,2.0,0,0,1
4897, 3 Series,2013,8992,Manual,63969,1,30,62.8,2.0,0,1,0
4898, 2 Series,2019,19949,Manual,14219,1,145,51.4,2.0,0,1,0
4899, X1,2018,16500,Manual,27041,1,145,68.9,2.0,0,1,0
4900, 3 Series,2019,27990,Manual,4465,1,145,54.3,2.0,0,1,0
4901, 3 Series,2019,29995,Semi-Auto,1425,2,145,42.2,2.0,0,0,1
4902, X1,2019,25995,Manual,3150,2,145,52.3,1.5,0,1,0
4903, 3 Series,2019,27990,Semi-Auto,5600,1,145,52.3,2.0,0,0,1
4904, 5 Series,2019,29990,Semi-Auto,3117,2,145,50.4,2.0,0,0,1
4905, 2 Series,2020,30995,Semi-Auto,1501,1,145,48.7,2.0,0,0,1
4906, 4 Series,2020,37995,Semi-Auto,1501,1,145,58.9,2.0,0,0,1
4907, 5 Series,2020,33995,Semi-Auto,1501,3,145,49.6,2.0,0,0,1
4908, X1,2017,19790,Semi-Auto,22579,2,160,44.8,2.0,0,0,1
4909, 5 Series,2015,19990,Semi-Auto,31567,1,160,50.4,3.0,0,0,1
4910, 5 Series,2016,15990,Semi-Auto,21698,1,30,62.8,2.0,0,0,1
4911, X5,2019,51990,Semi-Auto,7300,1,150,33.6,3.0,0,0,1
4912, M3,2018,43990,Semi-Auto,12879,2,150,34.0,3.0,0,0,1
4913, 3 Series,2019,31490,Manual,4503,1,150,54.3,2.0,0,1,0
4914, 3 Series,2016,18990,Semi-Auto,45090,1,165,51.4,3.0,0,0,1
4915, 1 Series,2018,17490,Semi-Auto,26232,2,150,54.3,1.5,0,0,1
4916, 3 Series,2018,17490,Manual,12311,1,150,62.8,2.0,0,1,0
4917, 2 Series,2020,26995,Semi-Auto,10,2,145,42.2,1.5,0,0,1
4918, X1,2016,17990,Semi-Auto,25216,1,125,60.1,2.0,0,0,1
4919, 1 Series,2019,26990,Semi-Auto,3660,2,145,40.4,1.5,0,0,1
4920, 3 Series,2019,28990,Semi-Auto,6,2,145,42.2,2.0,0,0,1
4921, 3 Series,2019,28990,Semi-Auto,7322,1,145,52.3,2.0,0,0,1
4922, X3,2019,33990,Semi-Auto,38,1,145,54.3,2.0,0,0,1
4923, 4 Series,2019,27990,Semi-Auto,6051,1,145,65.7,2.0,0,0,1
4924, X5,2019,56990,Semi-Auto,8637,1,145,33.6,3.0,0,0,1
4925, 1 Series,2019,24990,Manual,5846,2,145,41.5,1.5,0,1,0
4926, X5,2019,54990,Semi-Auto,7153,1,150,33.6,3.0,0,0,1
4927, 2 Series,2016,17240,Semi-Auto,25653,1,125,60.1,2.0,0,0,1
4928, 1 Series,2019,24990,Semi-Auto,6377,2,150,39.8,3.0,0,0,1
4929, 4 Series,2014,12990,Semi-Auto,52135,1,125,61.4,2.0,0,0,1
4930, X5,2019,51990,Semi-Auto,5849,1,150,37.7,3.0,0,0,1
4931, X5,2019,51990,Semi-Auto,5850,1,150,37.7,3.0,0,0,1
4932, 3 Series,2019,29990,Semi-Auto,4210,2,150,40.9,2.0,0,0,1
4933, 2 Series,2018,20360,Automatic,8370,2,145,36.2,2.0,1,0,0
4934, 2 Series,2015,10860,Manual,46904,1,20,74.3,1.5,0,1,0
4935, 1 Series,2017,14610,Semi-Auto,30939,1,30,65.7,2.0,0,0,1
4936, 4 Series,2015,21491,Automatic,24421,2,260,36.7,3.0,1,0,0
4937, X5,2014,23950,Automatic,67711,1,200,47.1,3.0,1,0,0
4938, 1 Series,2015,11550,Semi-Auto,19886,1,20,67.3,2.0,0,0,1
4939, 3 Series,2017,14000,Manual,22000,2,150,52.3,1.5,0,1,0
4940, 4 Series,2016,19595,Semi-Auto,9647,2,160,44.1,2.0,0,0,1
4941, 3 Series,2019,25595,Semi-Auto,2400,2,150,41.5,3.0,0,0,1
4942, 3 Series,2014,17999,Semi-Auto,26311,3,135,47.9,3.0,0,0,1
