,Model,Year,Price,Transmission,Mileage,Fuel_type,Tax,Fuel_cons_mpg,Engine_size,Automatic,Manual,Semi-Auto
4943, 4 Series,2018,23990,Semi-Auto,19438,1,145,55.4,3.0,0,0,1
4944, 1 Series,2019,15990,Manual,5161,2,145,53.3,1.5,0,1,0
4946, 2 Series,2019,19990,Manual,3303,2,145,42.8,1.5,0,1,0
4947, 3 Series,2019,32990,Semi-Auto,4758,1,145,49.6,2.0,0,0,1
4948, X5,2019,50990,Semi-Auto,5925,1,145,37.7,3.0,0,0,1
4949, 2 Series,2018,19990,Semi-Auto,21691,2,145,47.9,2.0,0,0,1
4950, 3 Series,2018,24490,Semi-Auto,21110,1,145,51.4,3.0,0,0,1
4951, 2 Series,2017,17990,Semi-Auto,8693,2,145,50.4,2.0,0,0,1
4952, 3 Series,2019,30990,Semi-Auto,3165,1,145,52.3,2.0,0,0,1
4953, 3 Series,2016,19995,Semi-Auto,34110,1,160,51.4,3.0,0,0,1
4954, 2 Series,2017,15995,Semi-Auto,29006,1,150,68.9,2.0,0,0,1
4955, 1 Series,2017,12995,Manual,25656,1,150,72.4,1.5,0,1,0
4956, X5,2017,33500,Automatic,54000,1,150,42.8,3.0,1,0,0
4957, 1 Series,2019,23500,Semi-Auto,11128,2,150,39.8,3.0,0,0,1
4958, 4 Series,2017,19250,Semi-Auto,14500,2,145,48.7,2.0,0,0,1
4959, 3 Series,2019,36990,Semi-Auto,4314,2,145,40.4,2.0,0,0,1
4960, X3,2019,35990,Semi-Auto,15,1,145,54.3,2.0,0,0,1
4961, 8 Series,2019,59990,Semi-Auto,5441,1,145,40.4,3.0,0,0,1
4962, X3,2019,35995,Semi-Auto,4421,1,145,54.3,2.0,0,0,1
4963, X4,2019,37995,Semi-Auto,5809,1,145,42.8,2.0,0,0,1
4964, 3 Series,2019,28990,Semi-Auto,3811,1,145,52.3,2.0,0,0,1
4965, 2 Series,2020,29995,Semi-Auto,1501,2,145,47.9,2.0,0,0,1
4966, X2,2020,29995,Semi-Auto,1501,2,145,38.7,2.0,0,0,1
4967, X1,2020,34995,Semi-Auto,1501,1,145,50.4,2.0,0,0,1
4968, X1,2020,30995,Semi-Auto,1501,1,145,50.4,2.0,0,0,1
4969, 4 Series,2019,25990,Semi-Auto,2028,1,145,65.7,2.0,0,0,1
4970, X3,2020,42995,Semi-Auto,1501,2,145,34.5,3.0,0,0,1
4971, 3 Series,2020,32995,Semi-Auto,1501,1,145,50.4,2.0,0,0,1
4972, X1,2016,15995,Semi-Auto,50131,1,125,60.1,2.0,0,0,1
4973, 1 Series,2016,12490,Manual,15210,2,125,53.3,1.5,0,1,0
4974, 3 Series,2016,15750,Manual,34484,1,125,58.9,2.0,0,1,0
4975, 3 Series,2016,19490,Semi-Auto,14302,1,145,56.5,3.0,0,0,1
4976, X1,2017,18990,Semi-Auto,34697,1,145,55.4,2.0,0,0,1
4977, X5,2016,30990,Automatic,39469,3,0,85.6,2.0,1,0,0
4978, 2 Series,2018,25990,Semi-Auto,3960,2,145,32.5,3.0,0,0,1
4979, 3 Series,2020,35995,Semi-Auto,1501,1,145,47.9,3.0,0,0,1
4980, 3 Series,2017,22950,Semi-Auto,28600,1,145,51.4,3.0,0,0,1
4981, 2 Series,2019,21995,Semi-Auto,3682,2,145,47.9,2.0,0,0,1
4982, X2,2020,28995,Semi-Auto,10,1,145,58.9,2.0,0,0,1
4983, 4 Series,2017,17990,Manual,29926,1,30,62.8,2.0,0,1,0
4984, X6,2019,52990,Semi-Auto,3086,1,145,34.9,3.0,0,0,1
4985, 1 Series,2018,15990,Manual,13856,2,145,53.3,1.5,0,1,0
4986, 2 Series,2019,24990,Semi-Auto,4155,1,145,65.7,2.0,0,0,1
4987, X3,2019,35995,Automatic,3800,1,145,54.3,2.0,1,0,0
4988, 1 Series,2019,18999,Manual,5623,2,145,52.3,1.5,0,1,0
4989, X2,2018,22500,Semi-Auto,34697,1,145,58.9,2.0,0,0,1
4990, 2 Series,2019,23222,Semi-Auto,5290,2,145,48.7,1.5,0,0,1
4991, 3 Series,2019,33999,Semi-Auto,8680,3,135,8.8,2.0,0,0,1
4992, 5 Series,2019,34555,Semi-Auto,4592,3,135,156.9,2.0,0,0,1
4993, 3 Series,2019,27500,Semi-Auto,9262,1,145,52.3,2.0,0,0,1
4994, 3 Series,2019,25444,Automatic,13033,2,145,42.2,2.0,1,0,0
4995, 3 Series,2019,23250,Semi-Auto,11659,1,145,55.4,2.0,0,0,1
4996, 3 Series,2019,23250,Semi-Auto,12045,1,145,55.4,2.0,0,0,1
4997, 4 Series,2019,36999,Automatic,3500,1,145,50.4,3.0,1,0,0
4998, 4 Series,2019,35999,Automatic,1500,1,145,60.1,2.0,1,0,0
4999, 5 Series,2019,31950,Automatic,3500,2,145,50.4,2.0,1,0,0
5000, 2 Series,2020,31820,Manual,1500,2,145,43.5,1.5,0,1,0
5001, 1 Series,2020,27995,Manual,2500,1,145,53.3,2.0,0,1,0
5002, 3 Series,2019,35995,Automatic,17188,1,145,49.6,2.0,1,0,0
5004, X1,2019,31995,Automatic,9500,1,145,52.3,2.0,1,0,0
5005, X1,2019,26999,Manual,4500,2,145,49.6,1.5,0,1,0
5006, 3 Series,2019,28444,Automatic,5500,2,145,42.2,2.0,1,0,0
5007, 2 Series,2019,19555,Manual,5500,2,145,40.9,1.5,0,1,0
5008, 5 Series,2019,32499,Automatic,9222,1,145,65.7,2.0,1,0,0
5009, 4 Series,2019,29999,Automatic,3403,1,145,60.1,2.0,1,0,0
5010, 3 Series,2020,36650,Automatic,4500,1,145,49.6,2.0,1,0,0
5011, 1 Series,2019,19999,Semi-Auto,5963,2,145,54.3,1.5,0,0,1
5012, 1 Series,2019,18995,Semi-Auto,5354,1,145,68.9,1.5,0,0,1
5013, 1 Series,2019,18995,Semi-Auto,5268,1,145,68.9,1.5,0,0,1
5014, 2 Series,2019,22499,Manual,6772,1,145,60.1,2.0,0,1,0
5015, 1 Series,2019,18495,Manual,7752,1,145,70.6,1.5,0,1,0
5016, 3 Series,2019,27995,Semi-Auto,2317,1,150,52.3,2.0,0,0,1
5017, 3 Series,2019,33444,Automatic,3725,1,145,50.4,2.0,1,0,0
5018, 3 Series,2020,36995,Automatic,4500,1,145,50.4,2.0,1,0,0
5019, 4 Series,2019,27995,Automatic,6514,1,145,55.4,3.0,1,0,0
5020, 7 Series,2020,54995,Semi-Auto,1501,1,145,42.2,3.0,0,0,1
5021, X3,2019,34995,Semi-Auto,8829,2,145,30.4,2.0,0,0,1
5022, X3,2020,33995,Semi-Auto,1501,1,145,54.3,2.0,0,0,1
5023, 4 Series,2019,26444,Automatic,6500,1,145,65.7,2.0,1,0,0
5024, 4 Series,2019,29995,Automatic,4837,1,145,65.7,2.0,1,0,0
5025, 4 Series,2019,30995,Automatic,4500,1,145,58.9,2.0,1,0,0
5026, 4 Series,2019,29995,Automatic,4500,1,145,58.9,2.0,1,0,0
5027, 3 Series,2019,30888,Automatic,6500,1,145,52.3,2.0,1,0,0
5028, 4 Series,2019,27999,Automatic,5891,1,145,65.7,2.0,1,0,0
5029, 2 Series,2019,25995,Automatic,6500,1,145,46.3,2.0,1,0,0
5030, X1,2019,30995,Semi-Auto,1501,1,145,52.3,2.0,0,0,1
5031, X4,2019,41995,Semi-Auto,1501,1,145,40.9,3.0,0,0,1
5032, 3 Series,2017,19450,Semi-Auto,24701,1,30,62.8,2.0,0,0,1
5033, 1 Series,2017,12450,Manual,43757,1,150,72.4,1.5,0,1,0
5034, 3 Series,2019,29990,Manual,16,1,145,54.3,2.0,0,1,0
5035, X3,2019,33990,Semi-Auto,5434,1,145,54.3,2.0,0,0,1
5036, 4 Series,2020,36990,Semi-Auto,99,1,145,47.9,3.0,0,0,1
5037, 3 Series,2017,19995,Semi-Auto,28243,1,145,60.1,2.0,0,0,1
5038, 4 Series,2019,29999,Automatic,8914,1,145,65.7,2.0,1,0,0
5039, 5 Series,2019,36995,Automatic,6814,1,145,60.1,3.0,1,0,0
5040, 2 Series,2017,17990,Semi-Auto,15630,1,145,62.8,2.0,0,0,1
5041, X5,2014,23000,Automatic,42310,1,200,45.6,3.0,1,0,0
5042, X5,2017,30400,Automatic,24860,1,145,47.1,3.0,1,0,0
5043, 4 Series,2019,35950,Automatic,9250,1,145,50.4,3.0,1,0,0
5044, X3,2019,33450,Automatic,9641,2,145,30.4,2.0,1,0,0
5045, 5 Series,2019,34995,Automatic,14500,1,145,60.1,3.0,1,0,0
5046, 3 Series,2019,31995,Automatic,13978,1,145,52.3,2.0,1,0,0
5047, 4 Series,2019,30995,Automatic,1500,2,145,48.7,2.0,1,0,0
5048, X3,2019,38995,Automatic,6527,1,145,54.3,2.0,1,0,0
5049, 1 Series,2016,12400,Manual,49315,1,20,70.6,1.5,0,1,0
5050, 3 Series,2016,15740,Semi-Auto,39900,1,30,62.8,2.0,0,0,1
5051, 5 Series,2016,12990,Manual,54820,1,125,60.1,2.0,0,1,0
5052, 3 Series,2013,11900,Semi-Auto,17332,2,165,47.1,2.0,0,0,1
5053, 3 Series,2019,31995,Semi-Auto,4995,1,145,52.3,2.0,0,0,1
5054, 5 Series,2019,34990,Semi-Auto,1800,2,145,47.9,2.0,0,0,1
5055, X5,2019,56990,Semi-Auto,8000,1,145,33.6,3.0,0,0,1
5056, 4 Series,2019,25995,Semi-Auto,3144,2,145,45.6,2.0,0,0,1
5057, 3 Series,2019,33690,Semi-Auto,8718,1,145,47.9,3.0,0,0,1
5058, 3 Series,2019,35490,Semi-Auto,10130,1,145,44.1,3.0,0,0,1
5059, 4 Series,2016,17995,Semi-Auto,36907,1,30,65.7,2.0,0,0,1
5060, 4 Series,2016,18000,Semi-Auto,36660,1,125,58.9,2.0,0,0,1
5061, 5 Series,2016,16890,Semi-Auto,22600,1,30,62.8,2.0,0,0,1
5062, 3 Series,2019,23990,Semi-Auto,7015,1,145,53.3,2.0,0,0,1
5063, X5,2017,36995,Automatic,42000,1,145,42.8,3.0,1,0,0
5064, 3 Series,2017,17950,Manual,18799,1,145,64.2,2.0,0,1,0
5065, 1 Series,2019,19999,Semi-Auto,16106,1,145,67.3,2.0,0,0,1
5066, 4 Series,2018,22000,Semi-Auto,12490,1,145,52.3,3.0,0,0,1
5067, 4 Series,2016,16440,Semi-Auto,40340,2,145,48.7,2.0,0,0,1
5068, X1,2017,17037,Automatic,19838,1,30,65.7,2.0,1,0,0
5069, 3 Series,2014,12890,Semi-Auto,52106,1,30,62.8,2.0,0,0,1
5070, 3 Series,2015,17190,Semi-Auto,51050,1,200,49.6,3.0,0,0,1
5071, 3 Series,2015,15100,Semi-Auto,34500,2,160,46.3,2.0,0,0,1
5072, 3 Series,2016,18257,Automatic,19060,1,145,53.3,3.0,1,0,0
5073, 1 Series,2016,11000,Manual,38810,2,125,53.3,1.5,0,1,0
5074, X1,2019,24449,Semi-Auto,5336,1,145,60.1,2.0,0,0,1
5075, X2,2019,28499,Semi-Auto,8550,1,145,48.7,2.0,0,0,1
5076, Z4,2019,32449,Semi-Auto,2485,2,145,38.7,2.0,0,0,1
5077, X4,2019,34999,Semi-Auto,9829,1,145,42.8,2.0,0,0,1
5078, X4,2019,41999,Semi-Auto,6449,1,145,37.2,3.0,0,0,1
5079, 1 Series,2019,22999,Manual,3641,1,145,58.9,1.5,0,1,0
5080, X5,2019,49999,Semi-Auto,5681,1,145,37.7,3.0,0,0,1
5081, X3,2019,36999,Semi-Auto,4494,1,145,48.7,3.0,0,0,1
5082, X3,2019,31999,Semi-Auto,6624,1,145,54.3,2.0,0,0,1
5083, X2,2019,22999,Semi-Auto,7255,2,145,41.5,1.5,0,0,1
5084, 6 Series,2019,39999,Semi-Auto,1125,2,145,34.5,3.0,0,0,1
5085, 5 Series,2019,37999,Semi-Auto,3709,1,145,51.4,3.0,0,0,1
5086, M4,2019,45999,Semi-Auto,2373,2,145,34.0,3.0,0,0,1
5087, X4,2019,40999,Semi-Auto,8023,2,145,26.9,3.0,0,0,1
5088, 1 Series,2019,25995,Manual,500,2,145,41.5,1.5,0,1,0
5089, X3,2019,31990,Semi-Auto,7115,1,145,54.3,2.0,0,0,1
5090, Z4,2019,33990,Semi-Auto,8810,2,145,37.2,2.0,0,0,1
5091, X1,2019,27990,Semi-Auto,8521,1,145,60.1,2.0,0,0,1
5092, X5,2019,47990,Semi-Auto,5311,1,145,37.7,3.0,0,0,1
5093, X5,2019,46990,Semi-Auto,10565,1,145,37.7,3.0,0,0,1
5094, X2,2019,34995,Automatic,8728,2,145,34.0,2.0,1,0,0
5095, 1 Series,2019,20222,Automatic,7407,2,145,47.9,2.0,1,0,0
5096, 2 Series,2019,20850,Automatic,7234,3,135,148.7,1.5,1,0,0
5097, 2 Series,2019,20850,Automatic,12070,3,135,148.7,1.5,1,0,0
5098, X4,2019,39995,Automatic,5505,1,145,42.8,2.0,1,0,0
5099, 3 Series,2019,32995,Automatic,4500,1,145,50.4,2.0,1,0,0
5100, 3 Series,2019,35450,Automatic,6500,1,145,50.4,2.0,1,0,0
5101, 3 Series,2019,22495,Semi-Auto,8886,1,145,67.3,2.0,0,0,1
5102, 1 Series,2019,25995,Manual,1309,2,145,41.5,1.5,0,1,0
5103, 1 Series,2017,17495,Semi-Auto,27756,2,145,54.3,1.5,0,0,1
5104, X3,2019,54995,Semi-Auto,4490,2,145,24.8,3.0,0,0,1
5105, 3 Series,2016,16995,Semi-Auto,20756,1,30,64.2,2.0,0,0,1
5106, 5 Series,2016,17450,Semi-Auto,41123,1,125,60.1,2.0,0,0,1
5107, X2,2019,29999,Automatic,6695,1,145,58.9,2.0,1,0,0
5108, 1 Series,2019,17444,Automatic,5500,1,145,72.4,1.5,1,0,0
5109, 3 Series,2019,28995,Automatic,16367,1,145,52.3,2.0,1,0,0
5110, 1 Series,2019,31950,Semi-Auto,8600,2,145,34.5,2.0,0,0,1
5111, X5,2019,52995,Semi-Auto,10100,1,145,33.6,3.0,0,0,1
5112, 3 Series,2018,21495,Semi-Auto,23000,1,145,62.8,2.0,0,0,1
5113, 2 Series,2016,16950,Semi-Auto,47385,2,160,47.1,2.0,0,0,1
5114, 1 Series,2019,22995,Semi-Auto,8332,2,150,42.8,1.5,0,0,1
5115, 3 Series,2019,27888,Semi-Auto,10268,1,150,52.3,2.0,0,0,1
5116, 3 Series,2019,26995,Semi-Auto,11355,1,150,52.3,2.0,0,0,1
5117, 1 Series,2019,23995,Manual,6196,2,150,41.5,1.5,0,1,0
5118, 3 Series,2019,28995,Automatic,8446,1,145,52.3,2.0,1,0,0
5119, X1,2018,23450,Automatic,18487,1,145,60.1,2.0,1,0,0
5120, 3 Series,2019,35995,Automatic,5500,2,145,39.8,2.0,1,0,0
5121, 4 Series,2019,38995,Automatic,5500,2,145,41.5,3.0,1,0,0
5122, 3 Series,2020,36995,Automatic,3500,1,145,45.6,3.0,1,0,0
5123, X3,2020,37495,Automatic,4500,1,145,54.3,2.0,1,0,0
5124, 2 Series,2018,23999,Semi-Auto,14258,2,150,32.5,3.0,0,0,1
5125, 4 Series,2019,27950,Semi-Auto,8028,1,150,53.3,3.0,0,0,1
5126, 5 Series,2020,32495,Semi-Auto,931,3,145,49.6,2.0,0,0,1
5127, X1,2020,30495,Semi-Auto,3530,1,145,40.9,2.0,0,0,1
5128, 3 Series,2020,36999,Semi-Auto,5500,1,145,45.6,3.0,0,0,1
5129, 1 Series,2017,16444,Semi-Auto,20848,2,145,48.7,2.0,0,0,1
5130, X3,2019,56950,Semi-Auto,6597,2,145,24.8,3.0,0,0,1
5131, X6,2018,38995,Semi-Auto,18212,1,145,40.9,3.0,0,0,1
5132, 1 Series,2015,11750,Manual,10889,1,0,78.5,1.5,0,1,0
5133, X6,2015,25000,Semi-Auto,26100,1,205,45.6,3.0,0,0,1
5134, 3 Series,2018,20995,Semi-Auto,19252,1,145,64.2,2.0,0,0,1
5135, X1,2017,20495,Semi-Auto,16665,1,125,57.6,2.0,0,0,1
5136, 5 Series,2019,29995,Semi-Auto,9848,2,150,48.7,2.0,0,0,1
5137, 5 Series,2019,29999,Semi-Auto,6737,2,150,48.7,2.0,0,0,1
5138, 3 Series,2019,27888,Semi-Auto,10430,1,150,52.3,2.0,0,0,1
5139, 4 Series,2016,15500,Semi-Auto,59461,1,30,65.7,2.0,0,0,1
5140, X5,2020,63995,Automatic,5000,3,135,188.3,3.0,1,0,0
5141, X4,2020,44495,Automatic,5000,1,145,40.9,3.0,1,0,0
5142, 3 Series,2017,19995,Semi-Auto,20766,3,0,134.5,2.0,0,0,1
5143, 4 Series,2018,21250,Automatic,14238,1,145,65.7,2.0,1,0,0
5144, 2 Series,2019,26995,Automatic,2630,1,145,49.6,2.0,1,0,0
5145, X2,2019,35999,Automatic,6026,2,145,34.0,2.0,1,0,0
5146, 5 Series,2019,31444,Automatic,2404,1,145,65.7,2.0,1,0,0
5147, 5 Series,2019,34999,Automatic,7195,1,145,60.1,2.0,1,0,0
5148, 3 Series,2019,26995,Semi-Auto,10624,2,150,42.2,2.0,0,0,1
5149, 5 Series,2019,25995,Semi-Auto,7554,2,150,50.4,2.0,0,0,1
5150, 3 Series,2019,26995,Semi-Auto,12399,1,150,52.3,2.0,0,0,1
5151, 3 Series,2019,26995,Semi-Auto,8021,1,150,52.3,2.0,0,0,1
5152, 3 Series,2019,27888,Semi-Auto,10622,1,150,52.3,2.0,0,0,1
5153, 3 Series,2019,24500,Semi-Auto,10125,2,150,47.9,2.0,0,0,1
5154, 3 Series,2019,24995,Semi-Auto,7585,2,150,47.9,2.0,0,0,1
5155, 3 Series,2020,32995,Automatic,4000,1,145,50.4,2.0,1,0,0
5156, 1 Series,2020,26995,Automatic,1500,1,145,51.4,2.0,1,0,0
5157, X3,2020,37999,Automatic,2789,1,145,54.3,2.0,1,0,0
5158, X1,2020,32995,Automatic,1593,1,145,50.4,2.0,1,0,0
5159, 5 Series,2019,26990,Automatic,7824,2,145,50.4,2.0,1,0,0
5160, X5,2019,44995,Automatic,6495,1,145,36.7,3.0,1,0,0
5161, 1 Series,2019,16500,Manual,5500,1,145,72.4,1.5,0,1,0
5162, 3 Series,2019,28888,Automatic,9267,1,145,52.3,2.0,1,0,0
5163, X7,2019,62995,Automatic,11055,1,145,33.6,3.0,1,0,0
5164, 2 Series,2019,21950,Manual,5500,2,145,42.2,1.5,0,1,0
5165, 4 Series,2019,29999,Automatic,1500,2,145,45.6,2.0,1,0,0
5166, 1 Series,2019,20999,Semi-Auto,7351,1,145,68.9,2.0,0,0,1
5167, 2 Series,2015,14950,Manual,46555,1,125,60.1,2.0,0,1,0
5168, 3 Series,2019,23450,Semi-Auto,13713,2,150,48.7,2.0,0,0,1
5169, 3 Series,2020,33995,Automatic,10,1,145,50.4,2.0,1,0,0
5170, 3 Series,2020,42995,Automatic,7500,2,145,33.6,3.0,1,0,0
5171, 1 Series,2020,34999,Automatic,197,1,145,48.7,2.0,1,0,0
5172, Z4,2020,35995,Automatic,2500,2,145,38.7,2.0,1,0,0
5173, 8 Series,2020,74995,Semi-Auto,4500,1,145,26.7,3.0,0,0,1
5174, 7 Series,2020,53995,Semi-Auto,3500,1,145,42.2,3.0,0,0,1
5175, X3,2013,15000,Semi-Auto,54150,1,165,50.4,2.0,0,0,1
5176, i3,2017,21444,Automatic,22063,3,0,470.8,0.0,1,0,0
5177, 1 Series,2018,23750,Semi-Auto,11941,2,145,39.8,3.0,0,0,1
5178, 1 Series,2018,14999,Manual,12955,1,145,51.4,1.5,0,1,0
5179, 1 Series,2017,15850,Manual,39806,1,145,62.8,2.0,0,1,0
5180, 2 Series,2019,19495,Automatic,8500,1,145,54.3,1.5,1,0,0
5181, 3 Series,2016,17297,Automatic,59300,1,200,49.6,3.0,1,0,0
5182, X4,2019,34500,Semi-Auto,15411,1,150,40.9,3.0,0,0,1
5183, X5,2018,33990,Automatic,29150,1,150,47.1,3.0,1,0,0
5185, 4 Series,2019,28999,Automatic,8182,1,145,52.3,3.0,1,0,0
5186, X1,2017,21995,Manual,15900,1,145,60.1,2.0,0,1,0
5187, 5 Series,2020,42995,Automatic,7500,3,135,156.9,2.0,1,0,0
5188, 1 Series,2017,21140,Semi-Auto,27150,2,145,39.8,3.0,0,0,1
5189, 1 Series,2017,16270,Semi-Auto,46440,2,145,47.9,2.0,0,0,1
5190, X1,2016,15270,Manual,55000,1,125,58.9,2.0,0,1,0
5191, 1 Series,2016,19950,Semi-Auto,23210,2,200,39.8,3.0,0,0,1
5192, X1,2017,18990,Semi-Auto,32420,1,145,55.4,2.0,0,0,1
5193, 3 Series,2013,12330,Semi-Auto,10050,2,160,47.1,2.0,0,0,1
5194, X4,2015,19660,Semi-Auto,52020,1,145,54.3,2.0,0,0,1
5195, 1 Series,2016,15090,Semi-Auto,30480,2,125,54.3,1.5,0,0,1
5196, 5 Series,2016,17160,Semi-Auto,15830,1,30,62.8,2.0,0,0,1
5199, 4 Series,2013,12220,Semi-Auto,73023,1,125,57.6,3.0,0,0,1
5200, 3 Series,2017,15290,Semi-Auto,61610,2,150,48.7,2.0,0,0,1
5201, 4 Series,2016,18430,Semi-Auto,22220,1,30,65.7,2.0,0,0,1
5202, 3 Series,2015,11990,Manual,78053,2,165,44.8,2.0,0,1,0
5203, 3 Series,2018,18495,Semi-Auto,26231,1,145,64.2,2.0,0,0,1
5204, X1,2016,17567,Manual,23557,1,125,58.9,2.0,0,1,0
5205, 2 Series,2015,16950,Automatic,33300,2,260,37.2,3.0,1,0,0
5206, 1 Series,2016,14652,Manual,9461,1,20,70.6,1.5,0,1,0
5207, 3 Series,2019,39950,Semi-Auto,1341,1,150,43.5,3.0,0,0,1
5208, 1 Series,2013,11450,Manual,66621,2,205,42.8,2.0,0,1,0
5209, 5 Series,2020,35995,Automatic,2500,3,145,62.8,2.0,1,0,0
5210, 4 Series,2020,32583,Automatic,2500,2,145,48.7,2.0,1,0,0
5211, M2,2020,46995,Automatic,4500,2,145,29.1,3.0,1,0,0
5212, 1 Series,2020,32495,Automatic,10,1,145,48.7,2.0,1,0,0
5213, X2,2020,34999,Automatic,1217,1,145,58.9,2.0,1,0,0
5214, X4,2020,40995,Automatic,10,1,145,42.8,2.0,1,0,0
5215, X2,2020,37995,Automatic,2500,2,145,34.0,2.0,1,0,0
5216, 3 Series,2014,12990,Semi-Auto,67617,1,125,57.6,3.0,0,0,1
5217, 3 Series,2017,17540,Automatic,35630,1,145,62.8,2.0,1,0,0
5218, 1 Series,2017,14600,Semi-Auto,37566,1,150,67.3,2.0,0,0,1
5219, 2 Series,2017,13591,Manual,15001,1,145,74.3,1.5,0,1,0
5220, X1,2016,15991,Manual,39917,1,125,58.9,2.0,0,1,0
5221, X1,2016,17900,Semi-Auto,18713,1,150,55.4,2.0,0,0,1
5222, 4 Series,2016,19950,Automatic,20600,1,125,60.1,2.0,1,0,0
5223, 4 Series,2019,27450,Semi-Auto,6124,2,150,45.6,2.0,0,0,1
5224, X5,2019,51950,Semi-Auto,13,1,150,37.7,3.0,0,0,1
5225, 4 Series,2017,20450,Semi-Auto,26680,2,150,45.6,2.0,0,0,1
5226, 3 Series,2018,16950,Semi-Auto,27641,1,150,65.7,2.0,0,0,1
5227, 3 Series,2019,25450,Semi-Auto,9368,1,150,52.3,2.0,0,0,1
5228, 3 Series,2017,19450,Semi-Auto,31508,1,150,62.8,2.0,0,0,1
5229, 2 Series,2019,23450,Semi-Auto,8371,2,150,48.7,1.5,0,0,1
5230, X5,2019,47950,Semi-Auto,6960,1,150,37.7,3.0,0,0,1
5231, 7 Series,2019,42950,Semi-Auto,19870,2,150,33.6,3.0,0,0,1
5232, 1 Series,2020,27495,Semi-Auto,1500,1,145,51.4,2.0,0,0,1
5233, 3 Series,2020,39995,Semi-Auto,5302,1,145,45.6,3.0,0,0,1
5234, 3 Series,2020,33495,Semi-Auto,4500,1,145,48.7,2.0,0,0,1
5235, X1,2017,18950,Semi-Auto,40519,1,125,57.6,2.0,0,0,1
5236, 2 Series,2018,19950,Semi-Auto,27312,1,145,57.6,2.0,0,0,1
5237, 3 Series,2015,17450,Semi-Auto,55109,1,160,51.4,3.0,0,0,1
5238, 1 Series,2015,13950,Manual,36916,2,150,50.4,1.6,0,1,0
5239, 1 Series,2018,18450,Semi-Auto,14324,1,150,49.6,2.0,0,0,1
5240, 5 Series,2020,31995,Semi-Auto,6000,3,145,60.1,2.0,0,0,1
5241, 3 Series,2020,34995,Semi-Auto,10,1,145,49.6,2.0,0,0,1
5242, X2,2020,32495,Semi-Auto,1255,1,145,58.9,2.0,0,0,1
5243, 5 Series,2020,34995,Semi-Auto,10,3,145,49.6,2.0,0,0,1
5244, 1 Series,2020,31495,Semi-Auto,1250,1,145,48.7,2.0,0,0,1
5245, 3 Series,2020,33995,Semi-Auto,4500,1,145,50.4,2.0,0,0,1
5246, 3 Series,2020,36495,Semi-Auto,789,1,145,49.6,2.0,0,0,1
5247, 2 Series,2020,22950,Manual,14,2,145,52.3,1.5,0,1,0
5248, 1 Series,2019,22950,Manual,2181,1,145,72.4,1.5,0,1,0
5249, 2 Series,2020,25450,Semi-Auto,6,1,145,49.6,2.0,0,0,1
5250, 4 Series,2020,35450,Semi-Auto,10,1,145,47.9,3.0,0,0,1
5251, 5 Series,2020,29950,Semi-Auto,9,3,145,49.6,2.0,0,0,1
5252, 3 Series,2019,25450,Semi-Auto,11208,1,145,52.3,2.0,0,0,1
5253, 5 Series,2019,30450,Semi-Auto,10191,3,135,156.9,2.0,0,0,1
5254, X3,2019,34450,Semi-Auto,5015,1,145,54.3,2.0,0,0,1
5255, X2,2019,31950,Semi-Auto,6801,1,145,58.9,2.0,0,0,1
5256, 2 Series,2019,20450,Semi-Auto,7404,2,145,53.3,1.5,0,0,1
5257, 3 Series,2016,14950,Semi-Auto,51741,1,30,62.8,2.0,0,0,1
5258, 1 Series,2018,13450,Manual,33113,1,150,68.9,2.0,0,1,0
5259, 3 Series,2019,31450,Semi-Auto,4618,1,150,52.3,2.0,0,0,1
5260, X4,2019,42450,Semi-Auto,10910,1,150,42.8,2.0,0,0,1
5261, 4 Series,2019,25950,Semi-Auto,11259,1,150,60.1,2.0,0,0,1
5262, X3,2015,20950,Semi-Auto,28416,1,150,54.3,2.0,0,0,1
5263, 3 Series,2018,21450,Semi-Auto,16244,2,150,48.7,2.0,0,0,1
5264, 5 Series,2019,38450,Automatic,14522,1,145,62.8,2.0,1,0,0
5265, 4 Series,2019,30999,Semi-Auto,8701,2,145,41.5,3.0,0,0,1
5266, X3,2019,39999,Semi-Auto,3769,2,145,34.5,3.0,0,0,1
5267, X5,2019,52999,Semi-Auto,6297,2,145,27.2,3.0,0,0,1
5268, 3 Series,2019,22950,Semi-Auto,6414,1,145,62.8,2.0,0,0,1
5269, 2 Series,2019,23450,Semi-Auto,3564,2,145,50.4,2.0,0,0,1
5270, X1,2016,16950,Semi-Auto,35900,1,125,60.1,2.0,0,0,1
5271, M4,2017,33450,Semi-Auto,25777,2,145,34.0,3.0,0,0,1
5272, 4 Series,2017,19950,Semi-Auto,18801,1,30,65.7,2.0,0,0,1
5273, 4 Series,2017,18700,Semi-Auto,21950,1,145,65.7,2.0,0,0,1
5274, 3 Series,2017,17150,Semi-Auto,35825,1,145,62.8,2.0,0,0,1
5275, X1,2018,16470,Manual,27041,1,150,68.9,2.0,0,1,0
5276, X2,2019,26499,Manual,2424,1,145,49.6,2.0,0,1,0
5277, 3 Series,2019,27999,Semi-Auto,7035,1,145,48.7,2.0,0,0,1
5278, 2 Series,2019,21999,Semi-Auto,9957,1,145,49.6,2.0,0,0,1
5279, 6 Series,2019,31999,Semi-Auto,7994,2,145,42.8,2.0,0,0,1
5280, 2 Series,2019,23999,Semi-Auto,6883,2,145,47.9,2.0,0,0,1
